,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Total
2020-06-12,625,23333,11546,32918,146999,28819,44688,9654,10173,70970,56044,706,23161,3351,131189,39146,11081,12162,44966,105059,60613,2720,65667,29792,15580,19087,581,41245,3016,16334,5249,166094,9523,10678,381783,40422,7845,5377,77998,15947,17170,5735,28643,83841,13643,53197,1119,25171,22240,2228,1027,2036155.0
2020-06-13,652,24220,12094,34458,150314,29015,44994,9709,10229,73549,56931,723,23552,3397,131861,39543,11081,12438,46214,105393,61269,2756,65826,30164,15804,19343,596,42815,3058,16454,5297,166559,9619,10987,382699,40849,8074,5535,78461,15947,17955,5826,29066,86179,14039,53858,1125,25538,22515,2253,1049,2061882.0
2020-06-14,661,25235,12499,35691,152969,29127,45054,9767,10264,75566,57743,728,23897,3397,132528,39909,11081,12438,46506,105592,61698,2792,66038,30467,15977,19509,609,44108,3080,16544,5316,166848,9721,11194,383393,41148,8232,5635,78797,15947,18795,5890,29921,88097,14390,54494,1127,25832,22755,2283,1057,2082346.0
2020-06-15,664,26272,12917,36705,155687,29296,45198,9799,10340,77325,58572,736,24038,3461,133002,40404,11448,12639,46945,105689,62011,2807,66070,30689,16180,19788,616,45092,3101,16674,5343,167065,9845,11277,384013,41575,8410,5819,79115,16093,19376,5920,30600,89362,14491,54872,1128,26158,22929,2291,1078,2100925.0
2020-06-16,676,26912,13190,39097,159045,29429,45276,9818,10401,80108,59218,740,24158,3540,133628,40760,11448,12818,47406,105884,62415,2818,66262,30877,16408,20136,622,45874,3124,16861,5364,167396,9933,11681,384644,42007,8640,6096,79477,16164,19990,5959,31309,93177,15052,55319,1130,26530,23194,2328,1088,2125427.0
2020-06-17,696,27312,13606,40924,163325,29670,45347,9847,10444,82716,60245,744,24375,3632,134181,40972,11717,12986,48048,106151,62968,2834,66494,31292,16621,20594,639,46853,3192,17052,5435,167665,10064,11851,385211,42423,8903,6218,79818,16213,20550,6043,31656,96318,15427,55761,1130,26784,23452,2355,1114,2149868.0
2020-06-18,708,28206,13927,43443,167090,29899,45355,9903,10499,85926,61229,762,24734,3743,134773,41428,11717,13192,48048,106422,63221,2876,66776,31665,16901,20594,663,48185,3192,17235,5450,168085,10152,12169,385829,43123,9350,6365,80235,16269,21527,6094,32305,99827,15988,56227,1135,27182,23875,2397,1143,2177039.0
2020-06-19,721,29002,14626,46688,170677,30185,45557,9952,10611,89748,62339,789,25158,3871,135464,41740,12103,13448,48514,106650,63506,2912,67077,32030,17196,20594,674,49806,3225,17410,5486,168461,10258,12490,386625,43726,9705,6571,80760,16337,22608,6133,33431,103298,16540,56773,1144,27599,24153,2433,1173,2207977.0
2020-06-20,742,29549,15137,49798,174423,30347,45715,9984,10679,93797,63926,803,25421,4003,136100,42059,12161,13625,49384,106936,63839,2937,67524,32464,17588,20594,704,51388,3251,17519,5518,168782,10429,12897,387341,44259,10037,6748,81265,16337,23756,6223,33882,107688,17168,57405,1147,28220,24538,2481,1179,2239697.0
2020-06-21,753,30021,15561,52390,177691,30535,45752,10020,10775,97270,64820,814,25884,4003,136757,42416,12197,13743,49773,107061,64129,2956,67688,32919,18000,20594,723,52791,3288,17621,5544,169128,10565,13201,388005,44806,10514,6937,81730,16337,24659,6296,34447,111552,17570,57950,1159,28673,24818,2528,1196,2266560.0
2020-06-22,759,30453,16082,54586,184357,30703,45782,10058,10820,100206,66273,816,26041,4253,137217,42626,12514,13831,50233,107210,64366,2970,67932,33225,18140,22286,739,53593,3313,17771,5558,169369,10692,13581,388557,45537,10731,7082,82186,16459,25653,6324,34919,114830,18011,58416,1163,28867,25065,2548,1230,2295933.0
2020-06-23,759,31097,16677,58353,190599,30891,45897,10094,10847,103485,67939,819,26336,4399,137817,42867,12547,14139,51595,107439,64734,2995,68194,33468,18572,22897,743,54442,3319,17910,5571,169671,10838,13996,389154,46127,11027,7273,82695,16533,26571,6351,35762,120359,18413,58952,1164,29383,25330,2579,1254,2330873.0
2020-06-24,759,32064,17372,59973,195441,31153,45911,10128,10886,109014,69661,835,26596,4643,138533,43136,13029,14361,52477,107611,65043,3014,68550,33760,18863,23421,783,55911,3393,18037,5598,169853,10990,14358,389736,46760,11509,7443,83191,16606,27841,6418,36631,125910,18879,59494,1184,29865,25763,2611,1282,2366280.0
2020-06-25,784,33206,18057,63030,200441,31478,45994,10159,10961,114017,71492,850,27051,4864,139430,43652,13108,14615,53415,107837,65429,3102,68981,34122,19367,24511,819,57126,3418,18180,5614,170196,11189,14885,390484,47650,11945,7568,83770,16640,28958,6478,37422,131883,19475,59932,1191,30366,26226,2658,1326,2405352.0
2020-06-26,835,34180,18739,66458,205969,31795,46059,10185,11017,122953,73461,866,27548,5144,140289,44117,13609,14856,54769,108070,66013,3153,69323,34614,19822,25062,848,58815,3458,18355,5671,170570,11408,15358,391289,48639,12341,7817,84369,16661,30262,6534,38670,137597,20135,60563,1193,30855,26747,2712,1368,2451141.0
2020-06-27,835,35077,19307,70051,209956,32022,46206,10216,11091,132495,75260,872,27930,5318,141075,44572,13645,15165,54769,108443,66450,3153,69677,35032,20260,25522,871,60537,3458,18601,5716,170872,11618,16339,391992,49453,12640,8094,84990,16661,31850,6622,39404,143338,20699,61239,1200,31404,27286,2759,1392,2493434.0
2020-06-28,876,35430,19813,73908,214507,32303,46302,10248,11222,141072,77316,898,28424,5318,141721,44929,13839,15230,56234,108667,66777,3190,69944,35549,20287,25890,881,62140,3495,18722,5747,171162,11808,17156,392608,50307,12939,8340,85485,16661,33221,6676,39404,148703,21288,61724,1202,31751,27740,2812,1417,2533283.0
2020-06-29,900,37174,20251,74533,222053,32510,46362,10292,11376,146338,80156,900,28723,5750,142455,45223,14495,15344,57056,108750,67253,3222,70219,35857,21022,26566,937,63478,3539,18864,5760,171272,11981,17894,392989,51046,13167,8484,85986,16764,34546,6712,41384,152987,21767,62179,1208,32252,28058,2845,1449,2572328.0
2020-06-30,932,38045,20774,79205,230359,32713,46513,10327,11479,152422,82086,917,28941,6116,143183,45593,14528,15622,58095,108882,67558,3290,70725,36299,21644,27247,985,64668,3576,19004,5782,171637,12147,18456,393496,51790,13751,8656,86604,16813,36297,6763,42557,159939,22372,62775,1208,32823,28657,2885,1486,2618622.0
2020-07-01,967,38962,21197,84092,237008,33026,46572,10365,11510,158997,84967,909,29290,6370,144012,45952,15059,15842,60178,109142,67918,3323,71089,36716,22024,27900,1016,66496,3615,19136,5802,171928,12276,19101,394248,52866,14113,8931,87240,16853,37809,6825,44271,168025,22818,63202,1210,33435,29199,2932,1517,2668251.0
2020-07-02,967,40111,22074,87424,247249,33352,46646,10390,11731,169106,88481,929,29965,6592,144069,46387,15059,16079,61561,109338,68423,3326,71678,37210,22398,28769,1107,68136,3657,19288,5821,172356,12519,19732,395021,52866,14540,9294,88072,16941,39587,6893,45881,175941,23375,63734,1227,34151,29738,3006,1550,2723747.0
2020-07-03,1044,41864,22617,91857,250562,33610,46717,10435,11923,178589,91045,974,30354,6994,145745,46915,15059,16376,63289,109628,68961,3396,72175,37624,22780,29683,1151,70219,3722,19501,5856,172742,12775,20717,395939,55258,15065,9636,88739,16991,41413,6977,47640,183491,23942,64389,1236,34775,30315,3077,1582,2777364.0
2020-07-04,1088,42862,23202,94553,252194,33864,46717,10447,12100,190052,93496,981,30922,7370,146610,47430,15059,16376,63289,109838,69337,3414,72580,37624,22887,30668,1191,71653,3779,19659,5856,173032,13062,21575,396663,56183,15645,9930,89371,16991,43260,7026,48974,191755,24637,65106,1238,35247,31053,3141,1606,2822593.0
2020-07-05,1115,43951,23809,98084,256268,34063,46717,10482,12128,200111,95656,1005,31243,7733,147250,48006,15059,16376,65225,109974,69624,3423,72939,38135,23431,30898,1236,72979,3816,19761,5897,173402,13255,22418,397200,57151,15928,10230,89854,16991,44717,7061,50246,195198,25049,65743,1249,35898,31577,3260,1634,2864455.0
2020-07-06,1166,44874,24246,101441,273077,34255,46975,10515,12293,206447,97729,1030,31644,8051,147862,48509,16965,17150,66325,110137,69894,3440,73261,38568,23816,31253,1273,74516,3849,19876,5913,173608,13506,22909,397718,57956,16360,10395,90304,16991,46246,7103,50955,200516,25574,66079,1251,36985,32061,3352,1675,2917894.0
2020-07-07,1184,45784,24508,105094,283510,34664,47032,10569,12414,213794,101112,1053,31923,8538,148450,48817,16972,17518,68263,110338,70396,3461,73897,39132,24613,32213,1353,75871,3897,20076,5932,173854,13726,23785,398313,58905,17220,10605,91299,17154,47214,7163,52417,210537,26140,66735,1253,37416,32556,3458,1709,2973837.0
2020-07-08,1226,46962,25246,108614,291350,35116,47108,10642,12462,223783,104061,1094,32387,8968,149432,49259,17697,17919,70184,110602,70861,3486,74551,39589,25189,32888,1397,77307,3970,20303,5952,174039,14017,24301,398383,60182,17894,10817,92148,17204,48770,7242,54756,220513,26857,67375,1256,37941,33154,3615,1739,3031808.0
2020-07-09,1269,49173,26050,112671,300316,35524,47209,10743,12531,232718,108313,1130,33118,9428,150450,49575,17804,18245,72027,110897,71447,3499,75060,40163,25764,33591,1493,79347,4069,20460,5973,174268,14251,25035,399575,61331,18496,11186,92866,17243,50547,7335,56334,230304,27519,68929,1272,38581,33906,3878,1767,3094680.0
2020-07-10,1319,50508,26803,116892,311254,36191,47287,10801,12652,244151,112258,1158,34010,9928,151767,50300,18684,18670,74636,111110,71910,3499,75685,40767,26660,34622,1620,81331,4154,20639,5991,174628,14549,25908,400358,62857,19093,11454,93876,17312,52273,7401,58149,240111,28385,69782,1277,39218,34753,3983,1790,3164414.0
